196	15			
46	23	11	1	197
95	60	13	1	142
52	40	14	1	121
67	47	12	1	182
96	95	13	1	191
7	76	20	1	113
86	18	11	1	121
75	44	14	1	178
73	98	10	1	102
91	35	18	1	159
59	42	10	1	157
56	70	18	1	123
61	69	19	1	199
15	87	12	1	108
51	50	12	1	186
1	33	15	1	195
76	15	15	1	197
89	8	19	1	141
59	74	13	1	131
7	57	19	1	168
34	96	17	1	134
4	86	20	1	110
88	83	17	1	164
69	92	12	1	101
66	66	16	1	166
29	55	19	1	186
71	47	17	1	196
18	96	10	1	191
23	84	10	1	174
46	66	14	1	200
64	23	16	1	167
65	44	16	1	131
59	32	19	1	133
18	71	15	1	138
42	58	15	1	145
77	63	11	1	143
32	10	10	1	101
72	66	12	1	195
56	39	14	1	184
75	55	19	1	194
34	93	10	1	184
30	51	10	1	112
93	15	12	1	130
74	50	16	1	181
20	22	17	1	140
37	29	11	1	182
60	13	18	1	108
45	61	17	1	100
59	20	10	1	109
31	25	15	1	164
90	67	13	1	158
99	93	18	1	196
90	10	15	1	182
85	94	14	1	180
71	25	14	1	110
45	32	13	1	100
9	59	11	1	163
27	62	19	1	165
23	20	20	1	126
3	63	11	1	120
74	42	20	1	143
85	1	16	1	147
49	41	16	1	169
34	58	15	1	131
33	55	16	1	173
41	73	10	1	152
53	52	11	1	127
11	69	16	1	152
16	39	12	1	127
4	41	11	1	148
86	28	12	1	125
69	37	16	1	107
80	25	20	1	143
16	19	18	1	122
61	92	17	1	114
43	47	12	1	182
75	76	17	1	131
57	15	14	1	147
5	21	19	1	169
88	4	17	1	123
85	71	12	1	146
23	24	12	1	174
11	55	20	1	131
7	71	18	1	190
7	54	15	1	189
77	80	20	1	147
78	27	12	1	118
8	31	10	1	149
14	32	14	1	184
14	69	20	1	193
65	51	18	1	178
75	9	17	1	197
58	83	15	1	114
45	36	12	1	186
94	13	15	1	130
49	26	10	1	165
48	60	13	1	150
67	53	13	1	146
60	62	19	1	135
84	81	14	1	118
29	66	15	1	104
86	33	16	1	114
12	88	20	1	174
18	50	20	1	100
83	44	12	1	184
73	7	12	1	177
42	14	12	1	115
48	28	20	1	118
35	81	18	1	158
25	14	11	1	146
8	4	17	1	144
57	5	19	1	198
26	78	10	1	151
32	33	16	1	171
95	42	16	1	144
51	17	15	1	187
67	84	16	1	175
83	6	16	1	179
75	5	15	1	133
3	59	14	1	181
7	16	14	1	178
77	68	12	1	197
51	4	11	1	169
14	11	11	1	179
56	95	14	1	153
50	96	19	1	153
90	79	14	1	177
83	62	11	1	109
85	99	12	1	115
93	58	15	1	136
18	13	18	1	160
36	44	13	1	149
3	50	20	1	115
22	38	12	1	138
44	76	13	1	160
5	93	20	1	178
80	35	13	1	151
12	94	15	1	176
4	12	12	1	197
76	58	15	1	153
79	43	15	1	139
83	39	14	1	198
47	58	13	1	135
80	39	12	1	199
62	18	17	1	160
65	83	16	1	128
34	42	18	1	105
10	81	12	1	186
14	84	12	1	152
9	64	17	1	172
80	67	20	1	102
84	13	19	1	142
35	65	18	1	182
65	98	17	1	117
88	27	11	1	196
88	94	10	1	123
85	46	12	1	132
69	67	10	1	179
80	80	16	1	115
59	11	18	1	174
63	37	11	1	115
10	10	14	1	160
17	9	15	1	174
76	37	11	1	173
42	1	16	1	182
97	45	12	1	152
27	97	10	1	131
18	66	13	1	200
52	34	13	1	167
18	7	20	1	112
53	6	12	1	162
45	57	17	1	172
79	99	10	1	157
48	52	13	1	138
99	56	15	1	148
21	10	13	1	192
81	76	18	1	193
58	18	20	1	147
43	93	13	1	142
11	66	16	1	163
57	90	14	1	138
18	92	18	1	194
11	83	16	1	144
41	77	19	1	184
34	16	19	1	129
70	90	17	1	135
87	73	12	1	128
79	2	20	1	156
86	10	16	1	168
44	15	18	1	147
23	96	19	1	146
59	96	16	1	141
33	77	20	1	118
90	1	16	1	121
17	27	20	1	128
13	64	14	1	152
