196	15			
66	6	178	3	1479
26	16	131	10	1246
74	50	181	11	1513
94	4	183	18	1579
82	84	180	20	1490
54	43	195	19	1689
77	36	195	18	1865
43	6	116	6	1126
43	36	187	2	1453
40	16	138	10	1286
31	28	156	1	1529
99	87	138	18	1438
62	18	164	13	1402
76	14	148	16	1358
46	59	150	3	1490
80	4	147	12	1411
74	3	137	11	1349
1	50	130	13	1293
55	31	178	12	1674
23	22	188	15	1628
97	62	162	14	1374
81	28	143	6	1358
44	79	184	12	1493
97	32	107	15	1045
58	26	122	10	1158
82	75	169	19	1378
60	33	126	20	1218
86	96	199	2	1534
84	51	191	13	1550
50	60	198	3	1727
38	41	200	2	1760
76	84	138	18	1369
15	8	176	13	1397
3	2	182	12	1464
86	90	151	17	1436
67	21	189	16	1520
30	18	195	4	1748
16	47	154	4	1316
38	66	139	3	1222
83	9	156	20	1280
59	35	158	19	1384
4	67	164	20	1500
39	73	180	2	1490
65	78	145	1	1457
67	76	149	19	1498
32	30	103	14	1128
59	53	125	5	1362
72	85	180	12	1472
87	66	180	2	1688
76	94	131	9	1259
75	97	174	20	1404
42	70	147	15	1455
43	29	141	13	1402
15	51	136	7	1438
58	97	164	20	1385
58	70	114	12	1127
15	27	200	3	1680
25	41	186	3	1727
54	82	172	7	1514
11	26	105	16	1077
76	49	158	12	1321
48	95	164	7	1484
72	12	191	7	1837
86	29	116	15	1080
14	60	143	3	1257
99	24	154	20	1470
38	11	162	15	1569
22	42	112	5	1127
37	55	120	10	1220
84	42	138	15	1245
83	68	165	10	1638
68	98	187	13	1565
4	35	188	16	1778
81	46	191	11	1684
84	22	194	2	1819
97	51	110	17	1061
10	68	156	11	1280
20	67	172	15	1686
90	50	154	5	1578
65	20	113	8	1257
59	50	178	7	1603
12	62	126	17	1293
95	11	109	10	1121
94	24	187	17	1771
36	75	141	13	1374
32	67	111	14	1243
96	39	191	6	1493
50	38	131	2	1312
96	49	116	20	1091
41	12	112	5	1082
56	40	145	15	1326
32	88	136	9	1275
64	60	182	17	1464
60	46	181	20	1495
98	64	133	14	1417
32	44	111	20	1254
91	64	102	19	1091
85	80	116	20	1138
76	81	120	18	1280
2	71	108	7	1061
82	49	181	9	1549
34	31	158	20	1448
53	62	125	13	1162
10	76	104	15	1051
6	83	200	10	1840
9	86	107	15	1249
15	76	188	10	1515
33	15	162	8	1439
86	23	147	15	1484
4	17	132	3	1305
19	57	147	13	1235
77	57	106	4	1114
36	61	162	5	1617
35	46	123	18	1164
91	79	187	19	1809
77	44	167	6	1585
29	82	194	6	1605
49	29	116	3	1126
50	26	115	15	1190
9	12	144	4	1277
7	85	163	11	1315
13	98	188	10	1646
64	2	135	5	1229
62	76	166	4	1529
62	83	136	7	1438
14	1	124	16	1330
42	43	167	20	1535
8	90	195	13	1670
6	98	151	7	1481
19	52	184	12	1420
41	19	183	20	1598
65	49	124	12	1368
63	47	100	5	1040
92	59	141	10	1346
92	41	138	3	1397
82	3	155	11	1290
87	82	193	9	1561
24	80	115	13	1109
56	3	137	6	1239
5	78	184	12	1732
80	94	108	16	1137
22	15	176	10	1397
10	55	145	4	1442
8	22	124	18	1343
57	9	154	11	1316
39	6	106	2	1072
76	52	109	19	1208
9	83	124	4	1293
6	10	182	8	1428
79	43	167	7	1385
6	25	186	7	1448
66	54	156	3	1311
80	39	115	14	1293
92	96	188	3	1590
29	78	119	7	1273
29	91	169	16	1530
4	91	195	8	1611
68	89	116	11	1080
93	16	155	8	1337
15	23	170	3	1418
91	11	156	15	1545
82	54	124	1	1219
99	35	131	7	1233
72	45	125	16	1237
44	96	126	13	1306
50	91	107	3	1174
18	65	132	2	1226
35	68	146	7	1332
82	72	122	11	1171
45	26	113	17	1098
75	47	187	1	1472
37	98	139	10	1306
41	56	145	4	1370
25	86	114	2	1115
76	87	154	9	1331
28	7	108	1	1256
39	86	168	16	1608
79	58	118	6	1208
21	85	174	5	1509
42	82	120	13	1292
89	96	111	11	1277
99	28	196	20	1754
49	18	146	7	1434
66	93	174	6	1370
96	5	130	18	1306
93	82	193	18	1465
66	73	159	14	1533
71	92	158	8	1432
7	43	148	16	1240
22	46	133	19	1337
41	59	151	6	1496
45	8	182	8	1646
93	10	160	12	1332
76	75	154	18	1454
51	65	130	8	1397
14	33	139	3	1250
