196	15			
3	3	145	5	1413
3	10	199	5	1534
3	17	111	19	1099
3	25	105	16	1203
3	32	143	13	1501
3	39	154	15	1531
3	46	112	19	1160
3	53	164	10	1320
3	60	134	8	1371
3	67	115	4	1098
3	75	164	12	1402
3	82	158	2	1511
3	89	166	16	1379
3	96	140	6	1284
10	3	132	3	1397
10	10	144	9	1234
10	17	178	12	1710
10	25	171	11	1423
10	32	116	12	1126
10	39	137	10	1445
10	46	192	17	1690
10	53	151	12	1451
10	60	115	9	1155
10	67	125	9	1250
10	75	107	8	1056
10	82	135	1	1202
10	89	170	7	1401
10	96	117	18	1225
17	3	109	15	1164
17	10	104	11	1082
17	17	153	20	1418
17	25	119	7	1333
17	32	122	4	1354
17	39	196	20	1499
17	46	102	5	1020
17	53	147	13	1352
17	60	132	9	1160
17	67	133	3	1298
17	75	108	16	1040
17	82	145	12	1355
17	89	130	8	1176
17	96	171	3	1560
25	3	178	6	1532
25	10	172	13	1463
25	17	175	7	1375
25	25	123	17	1348
25	32	200	16	1820
25	39	122	3	1317
25	46	135	3	1391
25	53	139	18	1473
25	60	108	3	1040
25	67	121	16	1274
25	75	128	15	1332
25	82	161	6	1353
25	89	144	19	1493
25	96	104	3	1072
32	3	172	5	1514
32	10	119	1	1273
32	17	156	15	1545
32	25	191	12	1665
32	32	148	8	1343
32	39	138	3	1259
32	46	181	15	1694
32	53	171	10	1355
32	60	114	8	1161
32	67	160	12	1300
32	75	107	14	1088
32	82	122	13	1183
32	89	172	19	1480
32	96	125	5	1312
39	3	100	7	1020
39	10	170	20	1656
39	17	188	18	1477
39	25	116	15	1230
39	32	110	10	1116
39	39	144	13	1306
39	46	174	10	1509
39	53	102	18	1132
39	60	189	10	1577
39	67	139	20	1361
39	75	142	1	1352
39	82	130	13	1267
39	89	185	3	1536
39	96	136	14	1248
46	3	194	5	1819
46	10	177	6	1508
46	17	194	15	1605
46	25	195	9	1533
46	32	116	1	1080
46	39	170	2	1486
46	46	137	12	1253
46	53	166	16	1662
46	60	129	20	1145
46	67	144	11	1320
46	75	155	15	1306
46	82	136	18	1261
46	89	194	12	1702
46	96	129	15	1248
53	3	124	6	1355
53	10	104	4	1134
53	17	165	3	1655
53	25	112	16	1160
53	32	186	8	1764
53	39	161	16	1353
53	46	153	13	1326
53	53	192	11	1786
53	60	176	1	1626
53	67	115	13	1132
53	75	151	16	1315
53	82	116	10	1149
53	89	134	3	1263
53	96	153	13	1494
60	3	103	2	1148
60	10	139	13	1375
60	17	176	13	1380
60	25	109	14	1219
60	32	113	10	1200
60	39	132	11	1410
60	46	102	11	1061
60	53	168	12	1659
60	60	193	8	1542
60	67	157	3	1551
60	75	182	1	1646
60	82	179	6	1412
60	89	178	6	1550
60	96	178	5	1692
67	3	123	3	1176
67	10	189	4	1728
67	17	128	6	1396
67	25	173	16	1486
67	32	106	3	1189
67	39	192	4	1517
67	46	171	2	1389
67	53	132	13	1265
67	60	166	19	1379
67	67	169	7	1480
67	75	177	4	1685
67	82	193	9	1851
67	89	156	17	1451
67	96	118	3	1137
75	3	124	13	1306
75	10	154	7	1393
75	17	188	6	1477
75	25	147	19	1514
75	32	103	7	1076
75	39	193	19	1715
75	46	102	6	1061
75	53	105	9	1224
75	60	135	8	1269
75	67	125	18	1287
75	75	176	3	1573
75	82	114	20	1263
75	89	110	5	1171
75	96	182	20	1610
82	3	197	3	1544
82	10	111	20	1066
82	17	156	15	1358
82	25	141	17	1360
82	32	108	15	1180
82	39	143	19	1215
82	46	122	12	1341
82	53	144	9	1335
82	60	126	14	1369
82	67	155	19	1430
82	75	100	6	1000
82	82	158	14	1574
82	89	111	18	1066
82	96	149	7	1349
89	3	187	19	1659
89	10	163	8	1380
89	17	134	4	1424
89	25	127	8	1147
89	32	164	20	1549
89	39	105	6	1224
89	46	105	10	1077
89	53	103	13	1148
89	60	125	6	1312
89	67	145	17	1413
89	75	111	17	1132
89	82	191	12	1493
89	89	139	1	1431
89	96	162	20	1472
96	3	114	7	1263
96	10	130	14	1384
96	17	163	15	1494
96	25	107	15	1077
96	32	145	18	1457
96	39	105	17	1025
96	46	197	13	1622
96	53	109	19	1045
96	60	172	9	1446
96	67	121	13	1298
96	75	156	8	1404
96	82	171	2	1611
96	89	103	2	1035
96	96	124	2	1244
