196	15			
72	78	273	7	2219
54	52	345	24	2708
45	28	285	29	1953
98	9	262	10	1914
50	3	268	29	1866
17	78	307	20	2372
29	49	326	29	2619
11	45	320	22	2388
24	30	300	11	2330
24	61	251	26	2031
16	5	261	10	1935
84	65	279	25	2174
63	80	332	14	2624
74	20	322	12	2174
63	47	279	21	2369
7	1	287	9	2107
42	31	278	19	2056
21	21	292	25	2281
29	71	271	21	2261
91	73	346	17	2333
61	51	277	40	2106
16	31	334	22	2637
72	57	269	34	2033
4	83	266	4	2069
8	45	290	29	2530
86	69	348	17	2379
96	26	264	9	2163
61	92	333	15	2165
91	33	256	22	1831
78	94	307	9	2587
61	65	304	26	2597
45	54	272	35	1860
74	64	250	21	2100
46	16	258	37	2099
93	52	276	14	1935
12	79	310	21	2453
69	91	269	24	2221
23	72	288	12	2256
68	12	286	16	2216
11	42	310	30	2081
37	23	310	32	2267
36	11	346	14	2818
4	15	250	9	1925
41	38	328	42	2205
53	65	280	25	2152
55	23	336	32	2583
18	47	350	28	2530
81	69	334	14	2170
41	27	330	42	2249
71	60	314	17	2635
70	80	283	23	1943
11	49	283	35	2084
16	8	347	7	2894
43	13	349	25	2524
5	48	258	13	2073
70	19	266	30	2335
5	93	315	8	2484
33	23	292	11	2047
64	31	338	28	2629
35	47	315	21	2327
68	78	283	13	2084
45	99	314	13	2415
16	41	294	29	2117
81	20	313	23	2252
65	11	255	26	2081
83	53	253	16	2018
93	17	344	6	2220
83	77	350	12	2775
77	97	256	10	2215
9	28	283	15	2028
34	3	350	11	2355
10	1	252	5	1961
70	77	287	28	2049
82	48	291	21	2478
21	11	296	8	2483
85	21	271	13	2234
31	38	349	34	2628
66	46	332	18	2525
12	65	254	14	2176
82	16	276	21	2349
39	5	293	18	2111
77	56	302	15	2372
35	81	278	19	2112
81	97	312	10	2590
44	89	345	31	2604
33	84	317	19	2116
9	43	278	19	2056
9	18	277	7	1995
51	23	339	14	2364
77	63	318	33	2598
36	40	278	40	2084
35	56	259	48	1872
12	83	303	15	2075
47	51	266	48	1883
54	16	260	30	1956
94	82	281	7	2186
34	66	320	22	2484
38	18	283	23	2339
41	24	279	15	2285
69	7	320	17	2260
71	5	282	15	2107
7	40	350	19	2670
8	83	345	5	2570
44	47	304	53	2506
89	27	252	16	2264
19	17	307	18	2618
24	86	329	11	2770
8	66	260	14	2190
37	82	350	27	2670
5	72	262	12	2334
42	19	266	12	2016
62	41	289	38	2291
21	99	340	7	2676
28	96	270	12	2012
77	78	321	19	2714
98	80	321	12	2650
37	92	339	17	2805
94	47	336	18	2684
94	91	271	5	2098
7	10	304	5	2111
28	25	326	26	2586
89	88	331	10	2287
49	87	318	15	2662
28	84	339	10	2839
94	11	289	7	2118
37	44	290	16	2037
38	12	314	11	2509
54	8	274	19	2034
31	87	317	25	2687
42	8	289	25	2407
33	11	282	13	1910
11	56	309	33	2075
2	23	251	14	1805
89	68	345	14	2294
88	82	268	8	2000
92	23	266	13	2149
49	7	347	34	2929
65	2	294	22	1999
7	56	326	29	2456
73	52	266	28	1856
10	72	272	11	2132
1	85	265	7	2328
50	53	254	42	1770
73	98	301	7	2516
12	10	323	9	2405
89	48	277	15	2300
63	5	349	15	2419
99	58	314	18	2509
14	6	318	9	2185
48	95	253	13	2093
27	92	285	8	2124
53	50	314	47	2070
17	28	324	24	2541
10	76	267	20	1941
81	85	301	18	2366
12	95	318	4	2598
97	39	280	13	1900
48	44	269	24	1925
8	30	281	19	2129
31	65	310	36	2236
51	77	296	33	2483
93	31	261	12	2248
3	44	337	19	2757
49	17	304	17	2506
40	2	342	15	2757
98	90	327	8	2396
41	95	252	15	1810
38	42	329	40	2506
18	20	346	11	2541
43	26	285	18	1982
79	98	345	7	2363
24	67	291	18	2304
22	81	280	24	2124
72	39	326	13	2162
32	21	292	30	2106
40	52	343	34	2901
61	81	349	20	2419
89	32	272	24	2077
78	33	331	12	2717
73	14	250	20	1750
15	68	274	13	1870
6	91	281	10	2186
60	58	344	47	2804
29	91	312	12	2621
27	33	258	18	2073
59	16	262	32	1967
47	41	275	43	2205
99	25	263	16	2104
59	27	324	31	2249
84	5	258	9	2073
71	75	288	18	1968
70	33	306	30	2611
59	7	296	19	2424
61	85	310	26	2670
38	78	319	36	2414
86	25	262	17	2229
